,class,text
5220,13,"@realDonaldTrump https://t.co/NxLoLUO6F9  How Dare You?? #zerotolerance #tRump send him to #Mars2020   Take your asses back to Europe, #murderers!! You are the #IllegalImmigrants. You are the #rapist, #thug, the #criminal!! #ImpeachmentNOW this is not your land!! #GetOut!!"
5223,7,@Maltomash @SadieTNResist @kodiak149 @D_resists @JWeber988 @RhymesRadical @dhershiser @kspamplemousse @WomanRises @SaraLies4Trump @roseymelhill @Back_dafucup @RuleChicago @michelle_spenc @lc1_summit @rosannaphillip @Costavjw @Wrath_of_Comm @xoxoxoStep @Nicoxw1 @NAudrey_ST @minhtngo @CajunBlueAZ1 @ShelbyKStewart @LA_Karma1 @ResisterSis20 @Sarah_SKG_1983 @FireGoddessB @CIAnderson3 @DemocratsCare @PrissyCrow @Ironhorse76 @suzystays @rosestrain @j_mramor @Gailpost @QuancyClayborne @toni_iacobbo @ElleWibble @Unconquerable @johnnybbaseball @American4Love @robertgmz5 @HoldTheStupid @brazenpolitics @ProgBeliever @MamaBear64 @bright8694 @RyanFeldman13 @scoringo13 Thank you Todd!! I appreciate being included!! Hope everyone has a great day!! #FuckTrump #TrumpIsAnAsshole   #StrongerTogether ✌🏽♂️♀️☮☯️💖🖤 https://t.co/gSfYPcObrv
5228,1,@realDonaldTrump Now THAT’S some #FakeNews right there! #TrumpObstructedJustice #TrumpLiesMatter #TreasonousTrump #TrumpsWorseThanNixon  #TrumpIsTrash #TrumpForPrison2020 #FuckTrump
5234,13,"Fuck republicans the biggest snowflakes ever🙄Funny how that list of words describes the fat, racist, ignorant, hideous moron absolutely PERFECTLY. PLEASE get rid of this fucking demented, delusional criminal!! #FuckTrump #ArrestTrump #ImpeachTheMFTraitor #ImpeachDonaldTrumpNOW https://t.co/7RDbLRWAQP"
5236,7,@WayneASchneider @GOP @PressSec @CREWcrew I didn't even know she was still working.   #fucktrump  #fuckallthetrumps  #fucktrumpsupporters
5246,1,"For fuck’s sake, who y’all harassing now, you whiny orange taint smear? #fucktrump #ImpeachDonaldTrumpNOW https://t.co/8ZmAE9w1ov"
5247,1,Trump and his fascist regime are destroying our country. #FuckTrump #TheLiberalResistance #LiberalResistance https://t.co/nZ1Y42357T
5248,1,#ImpeachTrump #ImpeachDonaldTrumpNOW #FuckTrump  The FBI Director was RIGHT!!! #OrangeJackass https://t.co/vU5HTPHbTA
5252,7,@JordanUhl @Alyssa_Milano @TGowdySC is the essence of mediocrity and #dickhead
5254,7,@NBCNews Fck him #MURDERER
5256,7,@BreitbartNews The #Douchebag has no soul
5259,7,"We f**king need a new president ASAP. The fraudster we have is getting nuttier, brazenly more criminal and more detached from reality #TrumpsWorseThanNixon #TrumpsAnInternationalDisgrace #TrumpResignNow #TrumpIsATraitor #TrumpCrimeFamily https://t.co/YYChSj5ePA"
5260,7,"The tragedy of the world right now is that a number of countries are buying into fucking idiot leaders, selling them shitty explanations, about why their lives are so shitty. And that they have the solution #TrumpIsATraitor"
5263,7,And Eddie Lampert is a #douchebag https://t.co/kZ8lWyVv0P
5264,7,@cabodude @PalmerReport Quack Quack Quack Stupidass    #fucktRump
5265,7,Total bullshit.  #dickhead https://t.co/Ey4huzjFjB
5268,1,@realDonaldTrump Did Warner use the information about you while running against you in a Presidential election? Did Adam Schiff? Stupid piece of shit!    #ObstructionOfJustice  #HighCrimesAndMisdemeanors  #Collusion  #TraitorTrump  #ImpeachTrumpNow  #LockHimUp  #FuckTrump    #Resistance 🇺🇲🇺🇲🇺🇲 https://t.co/bUKPESZ4gS
5269,1,How can anyone want this moron running the country @BorisJohnson  stand down from the running this is totally disgusting you should be ashamed #BorisJohnsonShouldNotBePM https://t.co/vdOyuzRwIR
5272,1,"@unclescorpie @TomFitton @realDonaldTrump Are these idiots still on HRC?    Russia put #rapist tRump in the WH, Mueller report list facts, Individual 1 is a criminal, divider of the country, lies lies lies, @GOP aids in the #coverup , tRump is the Enemy of the People.  Ain't the right #Joepags   @joetalkshow  #incompetent"
5275,13,@CapanoStina @ChuckKeller14 @cherylnakhle @seanbnbad @lazcarr1342 @Thedude67111 @GonzoBaggins @rubendelavega11 @SingleSpeedGo @mason4922 @melindm2 @sav_ker @ghiamia73 @rangespyder @6rateful @PatriciaKellogg @keanothedog @JerryJNobleJr1 @myWitsEnnd @AmyHamnerWalker @HoodlumRIP @iamclouds5 @Jean_Lacroix61 @a_riggs6 @RealTwitish @AnyaDobson @GrahamOtago @iambadal @transientnumber @EveScottGarner @rusty_hodge @elainewv99 @di_lynne @Ellen4Democracy @Justmex15 @Rosemarie4311 @BDubs121 @Scootrbum @ragincajun592 @fishgal33 @mom4boca @DaveKirk123 @chasalpha @mrusche_2go @GrantFurlotte @BaileytooName @scotttheskeptic @CJ_isnowblue @Kathys03599042 @meltedpotmama I’m so pissed off at these fascist #MAGAts. Immigrants from Central America are Americans. Traitor Trump serves the interest of hostile foreign governments and puts those Americans who seek US citizenship in cages. #AmericanImmigrants #TrumpIsATraitor #BeGoneBigots https://t.co/P4LNAJgFJg
5276,1,@The_Trump_Train @realDonaldTrump #TrumpIsATraitor and you are a FOOL! 🤣🤣 https://t.co/DvXJIwZucv
5278,1,"@amvetsupport Hey man, treasonous, traitorous, draft dodgers gotta do what treasonous, traitorous draft dodgers gotta do.   #fucktrump #DumbDonnyTheDraftDodgingDotard"
5280,1,"https://t.co/kekbb9TJI6    What happens if the DUMBEST MAN ALIVE will manage the most complex equipment    He'll damage/break it    #Trump was the gift of a lifetime - it was clear, he'll do everything by himself    The ultimate goal - the collapse    #TrumpIsATraitor #ResistanceUnited"
5282,7,@geoman7447 @h8Wankmaggot45 Hey #DoucheBag here’s a PSA! 🖕 https://t.co/88lH2KPVwG
5283,13,#FuckDelhiPolice #TakeAction #DragDelhiPoliceToCourt #GoonsInUniform #NoToPoliceBrutality   Action is a must against those violent attackers who also thrashed a minor from minority background.
5285,1,I am old enough to remember when #traitor #RussianAsset #rapist #liar #whitesupremasist #mobboss #failure #LOSER #taxdodger #warlord were insults @realDonaldTrump #resist I am a registered #Republican and my @GOP should be ashamed of itself. #ImpeachTrumpNow
5288,1,@realDonaldTrump You're getting impeached!!!! #fucktrump https://t.co/SrpG2py9f1
5289,13,@sudhirchaudhary @ICC ICC is blind to jihadist. They couldn’t do anything about the murder of Pakistani coach whilst the World Cup was underway #BobWoolmer   They suffer from colonial hangover and submissive to the criminal. This mentality brought #Rotterham abuse to thousand kids. #DhoniKeepsTheGlove
5294,1,"@DanRedus @robbucksphoto @specialcases @BSSbeth @ChrisJZullo @realDonaldTrump Kinda like Trump, 'Lock her up' #FuckTrump #LockHimUp"
5295,13,OH HELL NO!!!!!  #FUCKTRUMP https://t.co/Buk3exSHYc
5301,7,@lbcbreaking @chunkymark @LBC @dodgyknees1 😏 really #dickhead
5307,1,@kathygriffin     #fucktrump     Game on! Yup yup. Game ON!     My dad wears your T shirt. The one dressed in orange pissing.     @RuPaulsDragRace @WorldOfWonder https://t.co/HJ59PgY9la
5309,1,PLEASE spread this far and wide. This admitted rapist and pedophile is running for Congress in Virginia as an Independent!   #Pedophile #Rapist #Larson #NathanLarson     https://t.co/BvTQbLTqzY
5312,1,Melania T?! ARE YOU FREAKING KIDDING ME?! #JackieO was first class while Melania is just pure trash.   #FuckTrump  #ImpeachTrump  #ImpeachTrumpNow  #MAGAts  #Trump  #Trumpbillies  #Trumpbilly   #TrumpCrimeFamily  #TrumpCrimeSyndicate  #TrumpIsAnIdiot  #TrumpsWorseThanNixon https://t.co/4Yagmwf8oV
5315,13,#JohnDean should be ashamed of himself. A criminal who is willing to do the devil's bidding.  #douchebag @JohnWDean
5316,1,@realDonaldTrump Can you even spell Constitution? #Criminal #Coward #Traitor #DoucheBag https://t.co/jCICKV4nAw
5317,1,"@RepMikeJohnson I'd rather spend my tax dollars investigating the orange criminal occupying the white house, than wasting taxpayer money on trump's endless golfing while he violates the emoluments clause! #Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump"
5318,7,@benshapiro how is that #ConservativeIntelligencia working out for you Benjamin?   #FoxNews #foxnewslackey     #douche #douchebag #destroyed
5320,13,Offering namaz during match on the field is not an issue for @ICC bt wearing gloves with Army Logo which is totally non political thing is a big objection. isn't it a hypocrisy? Who is behind all this thought process? I support the @msdhoni for his patriotism. #DhoniKeepsTheGlove
5323,7,who’s ready to angrily yell facts at their television. #fucktrump #fuckyowall
5324,13,"@BobbyWotnotArt @Rachael_Swindon @Labster73 @BorisJohnson What absolute bollocks. Boris, you hardly turned up as mayor of London, you had other people cleaning up your mess, as they did when foreign secretary! when you did turn up didn’t you  spend 99% of the time writing your book?! #BorisJohnsonShouldNotBePM"
5325,1,"Don't worry, he's just a harmless bumbling clown.  #BorisJohnson #boris #ToryLeadershipContest #brexit #tradewar #BorisJohnsonShouldNotBePM #NotMyPM #toryracism #tories #Conservatives #ConservativeLeadershipRace https://t.co/34G2PAph9L"
5330,1,"@Winterishere974 Sheeeeit, my gal coming home? I'll cook up some Trumperrhoid possum stew fer ya.  #fucktrump #trump2020 https://t.co/btYiFdhi3Y"
5333,1,@AP_Europe @AP #Murderer I'd still jump in bed with her but keep the weapons away
5334,1,@realDonaldTrump The fake president speaks....#IdiotTrump
5335,1,"@Cmonman4real @MichaelRapaport @realDonaldTrump Considering it (dick stains bday) going around on social media, one would have to live under a rock to not know, due to social media... I need to see a birth certificate to prove today is actually his bday.. #FuckTrump #JohnMcCainDay"
5338,1,Don't let America's favourite dad pour you a drink. #Rapist https://t.co/bebnX7vAxz
5340,1,@realDonaldTrump no one believes a #Traitor.     #TrumpLies #UnfitToBePresident #PutinsPuppet #TrumpIsATraitor     #Trump calls The New York Times treasonous for a story his own officials said was perfectly fine to print. https://t.co/lbNaoGXD9b
5341,13,"@aajtak @sardanarohit @BCCI Will you please show @ICC the value of country pride.   Why BCCI is showing lack of interest in this stupid issue raised by ICC to bring FOCUS on World Cup 2019, which is lacking audience.    Can we boycott Indo Pak Match???    @msdhoni  #DhoniKeSaathDesh #DhoniKeepsTheGlove"
5342,1,Your orange bigoted ASSHOLE boss throws babies in cages at the border and then they die!!!  #FUCKTrump #ImpeachTrumpNow https://t.co/WfIObxSUi2
5343,7,@BrianJWrites @RepMarkMeadows @realDonaldTrump @GOP Read to the end #DoucheBag I copied the quote for you. Praised be!
5345,13,found a pretty good image of the #TrumpTrain. feel free to share. #BeSafeOutThere #TrumpTrain #trumpParty #MuellerAndFriends #5angryDemocrats #TrumpTrain2020 #chooChoo #FuckTrump https://t.co/wVieWSpr6P
5348,7,'Hitler had some sexy legs for a Nazi douchebag' #overheard #oolala #PaintMeLikeOneOfYourFrenchGirls #nazi #douchebag
5350,13,"@tehseenp @EconomicTimes @INCIndia @ETNOWlive 2000 Crore Scam , Gullible Muslim Investors , cheated by Mullahs , Politicians in the name of #HalalaBanking #HaramBanking , Cong leaders are seen with the accused #Imafraud #IMAJewels #Imascam #IMAJewelsScam #IMAFraudCase"
5351,13,"When the strike is called off eventually, I request the doctors to treat didi's mental consition ASAP because she is clearly losing it. Our Mohalla clinic docs n handsome Manish r ready to give all assiatance in this regard. #DoctorsFightBack"
5354,7,@moderate_labour @jeremycorbyn Hope you are getting paid minimum wage for your twitter tripe.  Bye #Dickhead!
5356,7,I got this stress reliever this evening. Any time I read an ignorant ass tweet I just give ole Trump a squeeze. It seems to really help. #Trumpism #fucktrump #VoteBlueNoMatterWho https://t.co/62nDz4afJd
5357,13,"@realDonaldTrump spent over $100M in 2 yrs. playing golf and promoting his resorts but he says nothing about 9/11 responders illnesses, the horrific number of deaths due to their trying to save so many lives! Trump doesn't give AF about anyone but himself! #FuckTrump #FuckGOP"
5358,1,"@realDonaldTrump Prince of Whales, is that Aquaman? Did you meet with aquaman?!  #IllegitimateRegime #ImpeachTrumpNow #TrumpIsATraitor #DementedDonald #TrumpIsATraitor #FuckTrump #DonTheCon"
5359,1,Okay so everyone is ignoring the fact that YNW melly is only 20 years old and killed TWO people???? #MURDERER
5360,7,"https://t.co/TjxUs0Mo3m This is dedicated too the #DoucheBag STICK-boy down in the Carolinas ,, keep stalking ,I love it you'll bitch boy, #CryingLikeAbitch  😂😂😂😂"
5361,1,"Hey Doug Ford, you Party pushing ass, I agree with Mr Sutherland, he must have been horrified to hear you compare yourself to his grandfather. #embarassmentinpolitics  #douchebag https://t.co/apl8TAM2nn"
5362,1,@redsteeze Also:  Happy Father’s Day @TheRealOJ32  While we know you are a #murderer as far as we know you never murdered a #father.    #Fathers #HappyFathersDay2019 #fatherhood #dads #OJSimpson #OJ @ESPNLosAngeles #LA #crime #CrimeCon #crimenews #crimewatch
5364,7,These British South Asian Men Got Screwed by a Trump-Endorsed ‘Pyramid Scheme’ #Resist #ResistTrump #FuckTrump https://t.co/U6I2IlfN4J
5365,7,@realDonaldTrump when will you admit that you are a fraud and that you have no idea what you're doing?  #FuckTrump #NotOurPresident
5366,13,"If you are Non-Bengali, your life is in danger!  You may be killed by @MamataOfficial goon at any time!    @rashtrapatibhvn @BBCHindi @PMOIndia @DDNewsLive #DoctorsFightBack #BengalBurning   #MannKiBaat  https://t.co/z4mwm7iIDi"
5367,13,"@Peston @RoryStewartUK #C4LeadershipDebate #BorisJohnsonShouldNotBePM : if BJ “wins” the Channel 4 debate by not being there, then we can play this tune: You says it best when you say nothing at all 🎼🎹 definitely PM material, NOT!"
5368,7,conspiracy to commit campaign crime. #fucktrump https://t.co/oK56zFruqD
5369,13,A rapist and a murderer walk into a (Twitter) Bar ...     the state of 2019 🤦🏻‍♂️    #oj #OJSimpson #cosby #BillCosby #murderer #rapist #OJ_Simpson #wtf https://t.co/0IsIXLgZ6Z
5370,13,"We are waiting for 4yrs and your worst management, just destroying the world Cup. We are crazy about cricket, England you? #ShameOnICC https://t.co/0AkAwFejcn"
5371,7,"It seems that trump supporters don’t understand how “respect” works. It is earned through action and intention, not through accomplishments.   #fucktrump #allgodsarefalsegods"
5372,13,Focus On the Management instead Of Keepers Gloves 😡 #ShameOnICC @ICC @ICCMediaComms @cricketworldcup https://t.co/XdeqCwLPKa
5373,13,@JimiAlex @NYTimesPR @realDonaldTrump @POTUS So when do you Trumpsters plan on burning all the books &amp; newspaper articles? This is how fascist dictator states start -by calling the press traitors when they don't print favorable articles of a leader. But you don't read anyway so it would not matter to you. #TrumpIsATraitor
5374,13,Which sports grounds are these?  🌧🌧🌧  #ShameOnICC https://t.co/nS2d9kXs4W
5375,7,"@realDonaldTrump and his evil spawn, DT,Jr. were cooperating w/an adversarial foreign government during the election, that's why they LIED repeatedly about having nothing to do with anyone from Russia. If they thought they did nothing wrong, they wouldn't need to LIE! #FuckTrump"
5376,13,"@realDonaldTrump But I’d bet he’d try, publicly, to collect the bet on you! As if you hadn’t paid him yet.  A #douchebag is always a #douchebag, publicly and privately. Of course his excuse will always be “Yet!”. Never mind you placed the bet on the outcome on Mueller Report! Shame @billmaher !"
